"trait","ID","Gene","No.case","No.contr","category","log_bf","mutation_rate","count_rate","high_background","true_z","true_rr"
"trait1","t1_GENE00003_v8","GENE00003",0,5,"C1",-3.46573590279973,0.000481192808767853,0.000481192808767853,FALSE,0,1
"trait1","t1_GENE00003_v9","GENE00003",2,1,"C1",0.117783035656383,6.67030195164053e-05,6.67030195164053e-05,FALSE,0,1
"trait1","t1_GENE00003_v10","GENE00003",0,0,"C1",0,2.57434244716577e-06,2.57434244716577e-06,FALSE,0,1
"trait1","t1_GENE00003_v11","GENE00003",5,2,"C3",0.356903541493734,0.000522676992779073,0.000522676992779073,FALSE,0,1
"trait1","t1_GENE00003_v12","GENE00003",0,0,"C1",0,1.87264476979125e-05,1.87264476979125e-05,FALSE,0,1
"trait1","t1_GENE00003_v13","GENE00003",1,1,"C1",-0.287682072451781,0.000268864686428302,0.000268864686428302,FALSE,0,1
"trait1","t1_GENE00003_v14","GENE00003",1,1,"C1",-0.287682072451781,0.000622274897402707,0.000622274897402707,FALSE,0,1
"trait1","t1_GENE00003_v15","GENE00003",16,14,"C1",-3.21661879810861,0.000482533284461816,0.00241266642230908,TRUE,0,1
"trait1","t1_GENE00004_v1","GENE00004",17,10,"C1",-0.0385649677606601,0.00233541095748071,0.00233541095748071,FALSE,0,1
"trait1","t1_GENE00004_v2","GENE00004",8,4,"C2",0.471132142625533,0.00109149322838286,0.00109149322838286,FALSE,0,1
"trait1","t1_GENE00004_v3","GENE00004",2,0,"C3",1.02165124753198,0.000175682215825552,0.000175682215825552,FALSE,0,1
"trait1","t1_GENE00004_v4","GENE00004",0,1,"C1",-0.693147180559945,3.69759594577136e-05,3.69759594577136e-05,FALSE,0,1
"trait1","t1_GENE00004_v5","GENE00004",0,0,"C1",0,3.00518153306719e-07,3.00518153306719e-07,FALSE,0,1
"trait1","t1_GENE00004_v6","GENE00004",0,0,"C1",0,9.81741549192413e-10,9.81741549192413e-10,FALSE,0,1
"trait1","t1_GENE00004_v7","GENE00004",6,4,"C1",-0.339798073590796,0.000547710873677771,0.000547710873677771,FALSE,0,1
"trait1","t1_GENE00004_v8","GENE00004",0,0,"C2",0,2.81541490024872e-08,2.81541490024872e-08,FALSE,0,1
"trait1","t1_GENE00004_v9","GENE00004",0,0,"C1",0,6.97439386809188e-07,6.97439386809188e-07,FALSE,0,1
"trait1","t1_GENE00004_v10","GENE00004",0,0,"C2",0,4.69861768896819e-06,4.69861768896819e-06,FALSE,0,1
"trait1","t1_GENE00004_v11","GENE00004",0,1,"C3",-1.09861228866811,2.15936383942869e-05,2.15936383942869e-05,FALSE,0,1
"trait1","t1_GENE00004_v12","GENE00004",1,1,"C1",-0.287682072451781,0.0003219098752439,0.0003219098752439,FALSE,0,1
"trait1","t1_GENE00004_v13","GENE00004",1,0,"C3",0.510825623765991,0.000279245285805183,0.000279245285805183,FALSE,0,1
"trait1","t1_GENE00004_v14","GENE00004",0,0,"C2",0,7.68994011651422e-06,7.68994011651422e-06,FALSE,0,1
"trait1","t1_GENE00004_v15","GENE00004",2,3,"C1",-1.26851132546351,0.00023925802587126,0.00023925802587126,FALSE,0,1
"trait1","t1_GENE00005_v1","GENE00005",0,0,"C1",0,1.42450856479785e-07,1.42450856479785e-07,FALSE,0,1
"trait1","t1_GENE00005_v2","GENE00005",0,0,"C1",0,8.62255202398284e-08,8.62255202398284e-08,FALSE,0,1
"trait1","t1_GENE00005_v3","GENE00005",0,0,"C2",0,9.44020503367371e-06,9.44020503367371e-06,FALSE,0,1
"trait1","t1_GENE00005_v4","GENE00005",1,0,"C2",0.405465108108164,6.4510264674617e-05,6.4510264674617e-05,FALSE,0,1
"trait1","t1_GENE00005_v5","GENE00005",5,5,"C1",-1.4384103622589,0.000884627873922645,0.000884627873922645,FALSE,0,1
"trait1","t1_GENE00005_v6","GENE00005",0,0,"C1",0,1.99926261648223e-05,1.99926261648223e-05,FALSE,0,1
"trait1","t1_GENE00005_v7","GENE00005",0,0,"C2",0,3.83982212903995e-08,3.83982212903995e-08,FALSE,0,1
"trait1","t1_GENE00005_v8","GENE00005",4,2,"C3",-0.153922082272258,0.000340789448830856,0.000340789448830856,FALSE,0,1
"trait1","t1_GENE00005_v9","GENE00005",0,0,"C2",0,1.03999788425408e-05,1.03999788425408e-05,FALSE,0,1
"trait1","t1_GENE00005_v10","GENE00005",0,0,"C3",0,3.22483400508604e-05,3.22483400508604e-05,FALSE,0,1
"trait1","t1_GENE00005_v11","GENE00005",0,0,"C2",0,1.46381887291095e-08,1.46381887291095e-08,FALSE,0,1
"trait1","t1_GENE00005_v12","GENE00005",0,0,"C2",0,2.95949767428991e-06,2.95949767428991e-06,FALSE,0,1
"trait1","t1_GENE00005_v13","GENE00005",0,0,"C2",0,4.44200298652413e-05,4.44200298652413e-05,FALSE,0,1
"trait1","t1_GENE00005_v14","GENE00005",0,0,"C1",0,1.61112995758441e-05,1.61112995758441e-05,FALSE,0,1
"trait1","t1_GENE00005_v15","GENE00005",0,0,"C1",0,2.28842507712238e-05,2.28842507712238e-05,FALSE,0,1
"trait1","t1_GENE00006_v1","GENE00006",6,3,"C3",-0.230883123408387,0.000153314814002166,0.00076657407001083,TRUE,0,1
"trait1","t1_GENE00006_v2","GENE00006",0,0,"C3",0,1.55317473556963e-05,1.55317473556963e-05,FALSE,0,1
"trait1","t1_GENE00006_v3","GENE00006",0,0,"C1",0,3.10766654290664e-05,3.10766654290664e-05,FALSE,0,1
"trait1","t1_GENE00006_v4","GENE00006",0,0,"C1",0,4.88296278957508e-06,4.88296278957508e-06,FALSE,0,1
"trait1","t1_GENE00006_v5","GENE00006",0,0,"C1",0,4.81400045247373e-05,4.81400045247373e-05,FALSE,0,1
"trait1","t1_GENE00006_v6","GENE00006",0,0,"C1",0,3.50743243619957e-07,3.50743243619957e-07,FALSE,0,1
"trait1","t1_GENE00006_v7","GENE00006",8,3,"C2",1.16427932318548,0.000235189842011657,0.00117594921005829,TRUE,0,1
"trait1","t1_GENE00006_v8","GENE00006",0,1,"C1",-0.693147180559945,4.23907054191846e-05,4.23907054191846e-05,FALSE,0,1
"trait1","t1_GENE00006_v9","GENE00006",0,1,"C1",-0.693147180559945,5.1269923831874e-05,5.1269923831874e-05,FALSE,0,1
"trait1","t1_GENE00006_v10","GENE00006",0,1,"C1",-0.693147180559945,0.000108579819229294,0.000108579819229294,FALSE,0,1
"trait1","t1_GENE00006_v11","GENE00006",0,0,"C2",0,3.61919831583687e-08,3.61919831583687e-08,FALSE,0,1
"trait1","t1_GENE00006_v12","GENE00006",0,0,"C1",0,2.86935716668636e-05,2.86935716668636e-05,FALSE,0,1
"trait1","t1_GENE00006_v13","GENE00006",0,0,"C2",0,3.24440326354681e-05,3.24440326354681e-05,FALSE,0,1
"trait1","t1_GENE00006_v14","GENE00006",2,0,"C1",0.810930216216329,9.213743222608e-05,9.213743222608e-05,FALSE,0,1
"trait1","t1_GENE00006_v15","GENE00006",0,0,"C1",0,1.91201699502899e-05,1.91201699502899e-05,FALSE,0,1
"trait1","t1_GENE00007_v1","GENE00007",0,0,"C2",0,1.25331463173411e-05,1.25331463173411e-05,FALSE,0,1
"trait1","t1_GENE00007_v2","GENE00007",0,1,"C1",-0.693147180559945,4.52017461577638e-05,4.52017461577638e-05,FALSE,0,1
"trait1","t1_GENE00007_v3","GENE00007",2,1,"C2",0.117783035656383,0.00019540212182074,0.00019540212182074,FALSE,0,1
"trait1","t1_GENE00007_v4","GENE00007",0,0,"C3",0,7.57326314758903e-06,7.57326314758903e-06,FALSE,0,1
"trait1","t1_GENE00007_v5","GENE00007",0,0,"C1",0,1.57459909852302e-05,1.57459909852302e-05,FALSE,0,1
"trait1","t1_GENE00007_v6","GENE00007",0,0,"C1",0,1.26777527742232e-06,1.26777527742232e-06,FALSE,0,1
"trait1","t1_GENE00007_v7","GENE00007",0,0,"C1",0,9.90743672467821e-07,9.90743672467821e-07,FALSE,0,1
"trait1","t1_GENE00007_v8","GENE00007",0,0,"C2",0,2.51013432835944e-07,2.51013432835944e-07,FALSE,0,1
"trait1","t1_GENE00007_v9","GENE00007",0,0,"C2",0,6.18802305171698e-06,6.18802305171698e-06,FALSE,0,1
"trait1","t1_GENE00007_v10","GENE00007",0,1,"C1",-0.693147180559945,0.000270870497675956,0.000270870497675956,FALSE,0,1
"trait1","t1_GENE00007_v11","GENE00007",0,0,"C1",0,2.60239447096486e-05,2.60239447096486e-05,FALSE,0,1
"trait1","t1_GENE00007_v12","GENE00007",45,47,"C1",-14.33198762145,0.00148644084409225,0.00743220422046127,TRUE,0,1
"trait1","t1_GENE00007_v13","GENE00007",0,0,"C1",0,9.29982325006455e-05,9.29982325006455e-05,FALSE,0,1
"trait1","t1_GENE00007_v14","GENE00007",1,3,"C1",-1.67397643357167,0.000607402829921515,0.000607402829921515,FALSE,0,1
"trait1","t1_GENE00007_v15","GENE00007",0,0,"C1",0,5.20277131468039e-05,5.20277131468039e-05,FALSE,0,1
"trait1","t1_GENE00008_v1","GENE00008",0,0,"C1",0,1.59183188871473e-05,1.59183188871473e-05,FALSE,0,1
"trait1","t1_GENE00008_v2","GENE00008",0,0,"C1",0,0.000114701201853043,0.000114701201853043,FALSE,0,1
"trait1","t1_GENE00008_v3","GENE00008",1,1,"C1",-0.287682072451781,8.09134083358267e-05,8.09134083358267e-05,FALSE,0,1
"trait1","t1_GENE00008_v4","GENE00008",1,0,"C1",0.405465108108164,5.14074560021489e-05,5.14074560021489e-05,FALSE,0,1
"trait1","t1_GENE00008_v5","GENE00008",0,0,"C1",0,3.80225656584803e-08,3.80225656584803e-08,FALSE,0,1
"trait1","t1_GENE00008_v6","GENE00008",0,3,"C2",-2.07944154167984,0.000332068466099256,0.000332068466099256,FALSE,0,1
"trait1","t1_GENE00008_v7","GENE00008",0,0,"C2",0,2.53982573675785e-05,2.53982573675785e-05,FALSE,0,1
"trait1","t1_GENE00008_v8","GENE00008",0,0,"C2",0,9.47088075569859e-06,9.47088075569859e-06,FALSE,0,1
"trait1","t1_GENE00008_v9","GENE00008",0,0,"C1",0,4.4742673745881e-07,4.4742673745881e-07,FALSE,0,1
"trait1","t1_GENE00008_v10","GENE00008",1,1,"C1",-0.287682072451781,4.22206282310036e-05,4.22206282310036e-05,FALSE,0,1
"trait1","t1_GENE00008_v11","GENE00008",1,4,"C3",-3.88362353090645,0.000250147448585739,0.000250147448585739,FALSE,0,1
"trait1","t1_GENE00008_v12","GENE00008",5,5,"C1",-1.4384103622589,0.000156197498570273,0.000780987492851366,TRUE,0,1
"trait1","t1_GENE00008_v13","GENE00008",1,3,"C1",-1.67397643357167,0.000480316736395036,0.000480316736395036,FALSE,0,1
"trait1","t1_GENE00008_v14","GENE00008",1,0,"C1",0.405465108108164,6.4356731461076e-05,6.4356731461076e-05,FALSE,0,1
"trait1","t1_GENE00008_v15","GENE00008",8,14,"C2",-6.46033966297392,0.00153053469204239,0.00153053469204239,FALSE,0,1
"trait1","t1_GENE00009_v1","GENE00009",0,1,"C1",-0.693147180559945,1.36036223982592e-05,1.36036223982592e-05,FALSE,0,1
"trait1","t1_GENE00009_v2","GENE00009",5,5,"C2",-1.4384103622589,0.000977440411120365,0.000977440411120365,FALSE,0,1
"trait1","t1_GENE00009_v3","GENE00009",0,0,"C2",0,7.84811797375331e-06,7.84811797375331e-06,FALSE,0,1
"trait1","t1_GENE00009_v4","GENE00009",1,0,"C1",0.405465108108164,8.53752759653677e-05,8.53752759653677e-05,FALSE,0,1
"trait1","t1_GENE00009_v5","GENE00009",0,0,"C2",0,4.41241383211845e-06,4.41241383211845e-06,FALSE,0,1
"trait1","t1_GENE00009_v6","GENE00009",0,0,"C1",0,3.15613414530701e-10,3.15613414530701e-10,FALSE,0,1
"trait1","t1_GENE00009_v7","GENE00009",2,1,"C1",0.117783035656383,0.000358296312243883,0.000358296312243883,FALSE,0,1
"trait1","t1_GENE00009_v8","GENE00009",0,0,"C2",0,2.98850138530709e-05,2.98850138530709e-05,FALSE,0,1
"trait1","t1_GENE00009_v9","GENE00009",0,0,"C1",0,1.19450046206959e-05,1.19450046206959e-05,FALSE,0,1
"trait1","t1_GENE00009_v10","GENE00009",1,1,"C1",-0.287682072451781,0.000257315835543064,0.000257315835543064,FALSE,0,1
"trait1","t1_GENE00009_v11","GENE00009",1,0,"C1",0.405465108108164,7.9699001406367e-05,7.9699001406367e-05,FALSE,0,1
"trait1","t1_GENE00009_v12","GENE00009",2,7,"C1",-4.04110004770329,0.00113598836258087,0.00113598836258087,FALSE,0,1
"trait1","t1_GENE00009_v13","GENE00009",0,2,"C1",-1.38629436111989,0.000204806063087576,0.000204806063087576,FALSE,0,1
"trait1","t1_GENE00009_v14","GENE00009",0,0,"C2",0,3.00572539351368e-06,3.00572539351368e-06,FALSE,0,1
"trait1","t1_GENE00009_v15","GENE00009",0,0,"C2",0,9.84357703240452e-09,9.84357703240452e-09,FALSE,0,1
"trait1","t1_GENE00010_v1","GENE00010",0,0,"C1",0,0.000111029554333938,0.000111029554333938,FALSE,0,1
"trait1","t1_GENE00010_v2","GENE00010",0,3,"C1",-2.07944154167984,0.000311043083984102,0.000311043083984102,FALSE,0,1
"trait1","t1_GENE00010_v3","GENE00010",0,0,"C2",0,3.30960318291871e-05,3.30960318291871e-05,FALSE,0,1
"trait1","t1_GENE00010_v4","GENE00010",0,0,"C1",0,3.32937865010461e-05,3.32937865010461e-05,FALSE,0,1
"trait1","t1_GENE00010_v5","GENE00010",1,2,"C1",-0.980829253011726,0.000309330737791842,0.000309330737791842,FALSE,0,1
"trait1","t1_GENE00010_v6","GENE00010",0,0,"C2",0,1.85743616360698e-05,1.85743616360698e-05,FALSE,0,1
"trait1","t1_GENE00010_v7","GENE00010",0,1,"C1",-0.693147180559945,0.000127313886083537,0.000127313886083537,FALSE,0,1
"trait1","t1_GENE00010_v8","GENE00010",1,2,"C1",-0.980829253011726,0.000266387768283653,0.000266387768283653,FALSE,0,1
"trait1","t1_GENE00010_v9","GENE00010",1,0,"C2",0.405465108108164,3.37694045805031e-05,3.37694045805031e-05,FALSE,0,1
"trait1","t1_GENE00010_v10","GENE00010",2,0,"C2",0.810930216216329,2.98319027370166e-05,2.98319027370166e-05,FALSE,0,1
"trait1","t1_GENE00010_v11","GENE00010",7,6,"C1",-1.32062732660252,0.000795920853224297,0.000795920853224297,FALSE,0,1
"trait1","t1_GENE00010_v12","GENE00010",0,0,"C1",0,3.30892374631351e-05,3.30892374631351e-05,FALSE,0,1
"trait1","t1_GENE00010_v13","GENE00010",0,0,"C1",0,4.17349238926242e-05,4.17349238926242e-05,FALSE,0,1
"trait1","t1_GENE00010_v14","GENE00010",0,0,"C1",0,3.88553958879361e-05,3.88553958879361e-05,FALSE,0,1
"trait1","t1_GENE00010_v15","GENE00010",1,2,"C1",-0.980829253011726,0.000363838724675996,0.000363838724675996,FALSE,0,1
"trait1","t1_GENE00011_v1","GENE00011",0,0,"C1",0,5.96992141769043e-07,5.96992141769043e-07,FALSE,0,1
"trait1","t1_GENE00011_v2","GENE00011",0,0,"C1",0,3.35711444148939e-05,3.35711444148939e-05,FALSE,0,1
"trait1","t1_GENE00011_v3","GENE00011",1,2,"C1",-0.980829253011726,0.000305907514278611,0.000305907514278611,FALSE,0,1
"trait1","t1_GENE00011_v4","GENE00011",0,0,"C2",0,2.76398116667919e-08,2.76398116667919e-08,FALSE,0,1
"trait1","t1_GENE00011_v5","GENE00011",0,0,"C1",0,7.92978199490751e-06,7.92978199490751e-06,FALSE,0,1
"trait1","t1_GENE00011_v6","GENE00011",0,0,"C2",0,8.08955623463608e-06,8.08955623463608e-06,FALSE,0,1
"trait1","t1_GENE00011_v7","GENE00011",1,1,"C1",-0.287682072451781,0.000104800692041542,0.000104800692041542,FALSE,0,1
"trait1","t1_GENE00011_v8","GENE00011",5,1,"C3",1.45551583016184,0.000363162835177073,0.000363162835177073,FALSE,0,1
"trait1","t1_GENE00011_v9","GENE00011",5,6,"C2",-2.13155754281885,0.000528542270596539,0.000528542270596539,FALSE,0,1
"trait1","t1_GENE00011_v10","GENE00011",5,9,"C3",-7.33338247918303,0.00147285011185104,0.00147285011185104,FALSE,0,1
"trait1","t1_GENE00011_v11","GENE00011",0,0,"C1",0,1.73942659212706e-05,1.73942659212706e-05,FALSE,0,1
"trait1","t1_GENE00011_v12","GENE00011",7,5,"C1",-0.627480146042576,0.000537607726163782,0.000537607726163782,FALSE,0,1
"trait1","t1_GENE00011_v13","GENE00011",10,7,"C2",-0.797379182837973,0.000874779374263497,0.000874779374263497,FALSE,0,1
"trait1","t1_GENE00011_v14","GENE00011",0,0,"C2",0,4.75378793408158e-05,4.75378793408158e-05,FALSE,0,1
"trait1","t1_GENE00011_v15","GENE00011",1,0,"C2",0.405465108108164,0.000198252609193989,0.000198252609193989,FALSE,0,1
"trait1","t1_GENE00012_v1","GENE00012",0,0,"C1",0,4.03117612415657e-07,4.03117612415657e-07,FALSE,0,1
"trait1","t1_GENE00012_v2","GENE00012",1,1,"C1",-0.287682072451781,0.000184926380535838,0.000184926380535838,FALSE,0,1
"trait1","t1_GENE00012_v3","GENE00012",2,4,"C1",-1.96165850602345,0.000571765313956962,0.000571765313956962,FALSE,0,1
"trait1","t1_GENE00012_v4","GENE00012",0,0,"C1",0,4.25864737989391e-08,4.25864737989391e-08,FALSE,0,1
"trait1","t1_GENE00012_v5","GENE00012",1,1,"C1",-0.287682072451781,0.000173934246160759,0.000173934246160759,FALSE,0,1
"trait1","t1_GENE00012_v6","GENE00012",6,6,"C1",-1.72609243471068,0.000665494206935021,0.000665494206935021,FALSE,0,1
"trait1","t1_GENE00012_v7","GENE00012",3,3,"C1",-0.863046217355343,0.000583001379867226,0.000583001379867226,FALSE,0,1
"trait1","t1_GENE00012_v8","GENE00012",0,0,"C1",0,1.59970973824048e-05,1.59970973824048e-05,FALSE,0,1
"trait1","t1_GENE00012_v9","GENE00012",0,0,"C2",0,1.63686915949538e-06,1.63686915949538e-06,FALSE,0,1
"trait1","t1_GENE00012_v10","GENE00012",2,2,"C3",-1.17557332980424,0.000344001636898568,0.000344001636898568,FALSE,0,1
"trait1","t1_GENE00012_v11","GENE00012",0,0,"C1",0,8.67927359655906e-07,8.67927359655906e-07,FALSE,0,1
"trait1","t1_GENE00012_v12","GENE00012",2,1,"C3",-0.0769610411361288,0.000242337217611232,0.000242337217611232,FALSE,0,1
"trait1","t1_GENE00012_v13","GENE00012",3,0,"C1",1.21639532432449,0.000140898782365429,0.000140898782365429,FALSE,0,1
"trait1","t1_GENE00012_v14","GENE00012",1,1,"C2",-0.287682072451781,9.34934193939669e-06,4.67467096969835e-05,TRUE,0,1
"trait1","t1_GENE00012_v15","GENE00012",2,0,"C2",0.810930216216329,3.91444449602592e-05,3.91444449602592e-05,FALSE,0,1
"trait1","t1_GENE00013_v1","GENE00013",0,0,"C3",0,6.39708274817253e-05,6.39708274817253e-05,FALSE,0,1
"trait1","t1_GENE00013_v2","GENE00013",0,0,"C1",0,6.2894809468044e-05,6.2894809468044e-05,FALSE,0,1
"trait1","t1_GENE00013_v3","GENE00013",0,0,"C1",0,2.6327351709945e-05,2.6327351709945e-05,FALSE,0,1
"trait1","t1_GENE00013_v4","GENE00013",0,0,"C3",0,9.44184200228984e-06,4.72092100114492e-05,TRUE,0,1
"trait1","t1_GENE00013_v5","GENE00013",0,0,"C1",0,1.16280894829735e-05,1.16280894829735e-05,FALSE,0,1
"trait1","t1_GENE00013_v6","GENE00013",0,0,"C1",0,3.15329048048844e-06,3.15329048048844e-06,FALSE,0,1
"trait1","t1_GENE00013_v7","GENE00013",0,2,"C3",-2.19722457733622,2.8835144778218e-05,2.8835144778218e-05,FALSE,0,1
"trait1","t1_GENE00013_v8","GENE00013",1,1,"C1",-0.287682072451781,0.000275811142617521,0.000275811142617521,FALSE,0,1
"trait1","t1_GENE00013_v9","GENE00013",1,3,"C1",-1.67397643357167,0.000137376447125262,0.000137376447125262,FALSE,0,1
"trait1","t1_GENE00013_v10","GENE00013",2,0,"C2",0.810930216216329,0.000183682518491731,0.000183682518491731,FALSE,0,1
"trait1","t1_GENE00013_v11","GENE00013",0,0,"C2",0,2.42538546889152e-05,2.42538546889152e-05,FALSE,0,1
"trait1","t1_GENE00013_v12","GENE00013",9,3,"C2",1.56974443129364,0.000589407874576772,0.000589407874576772,FALSE,0,1
"trait1","t1_GENE00013_v13","GENE00013",4,0,"C1",1.62186043243266,0.000456491252909526,0.000456491252909526,FALSE,0,1
"trait1","t1_GENE00013_v14","GENE00013",0,0,"C1",0,3.21590107294415e-07,3.21590107294415e-07,FALSE,0,1
"trait1","t1_GENE00013_v15","GENE00013",0,2,"C2",-1.38629436111989,0.000186713160373678,0.000186713160373678,FALSE,0,1
"trait1","t1_GENE00014_v1","GENE00014",0,0,"C1",0,4.74201367313369e-05,4.74201367313369e-05,FALSE,0,1
"trait1","t1_GENE00014_v2","GENE00014",1,2,"C1",-0.980829253011726,0.000168613498845961,0.000168613498845961,FALSE,0,1
"trait1","t1_GENE00014_v3","GENE00014",0,0,"C3",0,1.24526531039117e-06,1.24526531039117e-06,FALSE,0,1
"trait1","t1_GENE00014_v4","GENE00014",0,0,"C3",0,5.84731875567307e-07,5.84731875567307e-07,FALSE,0,1
"trait1","t1_GENE00014_v5","GENE00014",0,0,"C2",0,2.06820564562208e-06,2.06820564562208e-06,FALSE,0,1
"trait1","t1_GENE00014_v6","GENE00014",2,6,"C1",-3.34795286714334,0.000854557567670925,0.000854557567670925,FALSE,0,1
"trait1","t1_GENE00014_v7","GENE00014",1,1,"C2",-0.287682072451781,0.000112221524751542,0.000561107623757708,TRUE,0,1
"trait1","t1_GENE00014_v8","GENE00014",0,1,"C2",-0.693147180559945,5.82534950964227e-05,5.82534950964227e-05,FALSE,0,1
"trait1","t1_GENE00014_v9","GENE00014",0,0,"C2",0,0.00011090698759387,0.00011090698759387,FALSE,0,1
"trait1","t1_GENE00014_v10","GENE00014",3,5,"C1",-2.24934057847523,0.000336859827469054,0.000336859827469054,FALSE,0,1
"trait1","t1_GENE00014_v11","GENE00014",0,0,"C1",0,5.41882886187703e-06,5.41882886187703e-06,FALSE,0,1
"trait1","t1_GENE00014_v12","GENE00014",1,2,"C2",-0.980829253011726,0.000152120898389104,0.000152120898389104,FALSE,0,1
"trait1","t1_GENE00014_v13","GENE00014",0,0,"C1",0,1.28784560205482e-06,1.28784560205482e-06,FALSE,0,1
"trait1","t1_GENE00014_v14","GENE00014",0,0,"C2",0,7.60313941377875e-05,7.60313941377875e-05,FALSE,0,1
"trait1","t1_GENE00014_v15","GENE00014",1,0,"C3",0.510825623765991,0.000180090236116212,0.000180090236116212,FALSE,0,1
"trait1","t1_GENE00015_v1","GENE00015",0,0,"C1",0,2.25904401950904e-05,2.25904401950904e-05,FALSE,0,1
